Organization_Name,Estimated_Revenue_Range,Total_Funding_Amount,Headquarters_Location,Description,Founded_Date,Number_of_Founders,Funding_Status,Funding_Stage,Number_Funding_Rounds,Number_of_Investors,Industries,Industry_Groups,Sector_Size,Number_of_Employees,Downloads_Last_30_Days,Number_of_Apps,Visit_Duration,Bounce_Rate,Monthly_Visits,Monthly_Visits_Growth,Exit_status
Dakkin,,,Riyadh ,Dakkin provides digital marketing and advertising services.,2015,,,Series B,,,"Advertising, Digital Marketing, Social Media Marketing",Artificial Intelligence,13000000000,6,,,,,,,0
Cloudwings co.,5500000,,Riyadh ,Web design company and app developer for business sector.,2012,,,Series B,,,"Mobile, Mobile Apps",IT,13000000000,6,,,0,100%,34,,0
XELEMENT,,,Riyadh ,"More than a traditional communications agency, XELEMENT operates as a consultancy, working closely with marketing teams.",2011,,,Series B,,,"Advertising, Consulting, Marketing",E-Commerce,13000000000,6,,,0,100%,421,49%,0
Waad Holding Company,,,Riyadh ,"Waad Holding is a company that focuses on the overall betterment of Saudi society, with areas of emphasis on education and investment.",2015,,,Series B,,,Education,Real Estate,2500000000,176,,,74,50%,218,,0
e-sealed,5500000,,Riyadh ,"e-Sealed is a software and hardware development house in the area of information security established in 2006, and is located at Riyadh.",2008,,,Series B,,,"Cyber Security, Information Technology, Professional Services, Software, Web Development",IT,13000000000,31,"5,515",16,74,0%,106,,0
Ultra Computer Services,300000000,,Riyadh ,UCS is a tech consulting firm for the integration of security systems.,2015,,,Series B,,,"Information Technology, Network Security, Software",IT,13000000000,31,,,,,,,0
VoiceTech Solutions,,,Ash Sharqiyah,"VoiceTech Solutions provides outsourcing, technical support and IT consulting services.",2006,,,Series B,,,"Consulting, Information Technology, Outsourcing, Technical Support",EduTech,4760000000,376,,,,,,,0
Dussur,5500000,,Ash Sharqiyah,Dussur is an investment and development company that focuses on strategic industrial businesses.,2008,,,Series B,,,"Business Development, Financial Services, Impact Investing",Sales&Marketing,13000000000,6,,,18,67%,500,11%,0
360 MENA,,,Riyadh ,Procurement and BPO services and solutions!,2017,,,Seed,,,"Procurement, Supply Chain Management",IT,13000000000,31,,,,,,,
Gulf Axis,,,Riyadh ,Gulf Axis Spectrum is a Consulting and Digital services company offering a wide range of expertise related to information management needs.,2013,,,Series B,,,"Information Services, Information Technology",Sales&Marketing,13000000000,176,,,,,,,0
FWRDTECH,,,Riyadh ,"FWRDTECH is a leading provider of ICT services such as Communications, Information security and Cloud services; based in Riyadh, KSA.",2017,,,Seed,,,"Information Services, Information Technology, Management Consulting, Predictive Analytics",Consultancy  ,13000000000,31,,,,,,,
ITechnologies,,,Jeddah ,ITechnologies provides information technology and services.,2020,,,Seed,,,"Information Services, Information Technology",E-Commerce,13000000000,6,,,,,,,
Ertekaz,,,Riyadh ,Ertekaz provides e-commerce solutions.,2013,,,Series B,,,"E-Commerce, Information Technology",Sales&Marketing,13000000000,31,,,51,0%,28,,0
Kaden Investment,30000000,,Jeddah ,Kaden Investment aims to achieve this goal by developing new lifestyle ideas that promote people-centered settings & empathy-driven service.,1997,,,Series C,,,Real Estate,Real Estate,2500000000,751,,,,,,,0
UniKomm,5500000,,Riyadh ,UniKomm is an information technology & services company that provides IT infrastructure management services.,2015,,,Series B,,,"Information Technology, IT Infrastructure, Software",Financial Services,13000000000,376,,,1929,61%,1393,-8%,0
Secure Net,,,Riyadh ,"Secure Net provides IT service management, IT infrastructure, IT consultation, managed services, and outsourcing services.",2010,,,Series B,,,"Information Technology, IT Management, Professional Services",E-Commerce,13000000000,176,,,,,,,0
Dolf Technologies,5500000,,Riyadh ,"Citra Alam is an IT company that offers augmented reality, virtual reality, multimedia, and E-Learning solutions for various clients.",2014,,,Series B,,,"Augmented Reality, E-Learning, Education, Technical Support, Virtual Reality",Financial Services,13000000000,31,,,0,100%,808,,0
GMedia Advertising,,,Ash Sharqiyah ,GMedia Advertising is a communications agency specializing in creative advertising solutions.,2002,,,Series B,,,"Advertising, Creative Agency, Marketing",IT,13000000000,176,,,,,,,0
Prestige Saudi,,,Riyadh ,Prestige Saudi is a software development company.,1996,,,Series C,,,"Information Technology, Intelligent Systems, Software",Financial Services,13000000000,176,,,,,,,0
KAPSARC,5500000,,Jeddah ,KAPSARC is a non-profit institution that develops economic frameworks to help attain effective energy policy for the welfare of societies.,2009,,,Series B,,,"Advice, Chemical, Market Research",IT,13000000000,31,,,308,78%,12230,76%,0
PanExcel,30000000,,Ash Sharqiyah,PanExcel is an ITC consultancy and solutions company.,1989,,,Series C,,,"Consulting, Information and Communications Technology (ICT), Information Technology",Energy,49500000000,751,,,,,,,1
Jidariyah,,,Jeddah ,The first Art based e-commerce platform in the Middle East.,2017,,,Seed,,,E-Commerce,Real Estate,2500000000,6,,,,,,,
Circle Creative,,,Riyadh ,Circle Creative creates a brand tailored kit with communication tools and channels.,1993,,,Series C,,,"Advertising, Marketing",Artificial Intelligence,13000000000,176,,,,,,,0
Diyar Consultants,300000000,,Jeddah ,Diyar Consultants is a provider of architectural design services.,2013,,,Series B,,,"Architecture, Consulting, Industrial Design",IT,13000000000,6,,,100,22%,1239,-10%,0
Ersal,1000000,,Riyadh ,Ersal is a remittance company that offers multiple options to customers to transfer money to different countries.,2007,,,Series B,,,"Banking, Financial Exchanges, Financial Services",Sales&Marketing,13000000000,31,,,108,68%,13144,35%,0
FX-arabia,5500000,,Jeddah ,fx arabia the bigest in the arab,2015,,,Series B,,,E-Commerce,IT,13000000000,6,,,95,89%,1605,48%,0
AlRaedah Finance,5500000,,Riyadh ,"AlRaedah Finance provides e-commerce financing, point of sale financing, and financial solution for small and medium-sized enterprises.",2008,,,Series B,,,"Finance, Financial Services, Lending",Sales&Marketing,13000000000,31,,,,,,,0
Pan Gulf Industrial Systems,1000000,,Riyadh ,"PGI Systems is in the business of providing our clients with confidence. A wholly owned subsidiary of Pan Gulf Holdings, PGI Systems was",2013,,,Series B,,,Security,IT,13000000000,6,,,,,,,0
Rakaa Holding,5500000,,Riyadh ,Rakaa Holding provides strategic advice and a roadmap to new partners.,2000,,,Series C,,,"Advice, Consulting, Finance, Financial Services",Artificial Intelligence,13000000000,176,,,,,,,0
Al Fuzail,5500000,,Riyadh ,Al Fuzail provides information technology services and solutions.,2016,,,Seed,,,"Cloud Data Services, Information Technology, Professional Services",E-Commerce,13000000000,76,,,,,,,
National Metal Manufacturing And Casting Co.,75000000,,Riyadh ,National Metal Manufacturing & Casting Co. specializes in the field of wire product manufacturing serving a variety of industrial sectors.,2012,,IPO,Series B,,,"Industrial, Manufacturing",Insurtech,13000000000,31,,,,,,,1
Amerni,,,Jeddah ,"Maintenance solutions, mobile, technology, and home maintenance platform",2017,,,Seed,,,"Apps, Building Maintenance, Home Services",Consultancy  ,13000000000,76,53,3,,,,,
Nahil Computers,,,Riyadh ,"Nahil Computers offers cloud service & solutions, CRM, and IT solutions & products.",2020,,,Seed,,,"Cloud Computing, CRM, Information Technology, Intelligent Systems",Artificial Intelligence,13000000000,31,,,4,71%,988,465%,
Suffix,,,Jeddah ,Suffix creates and manages business technology that is custom-built for your brand and company identity.,2016,,,Seed,,,"Information Technology, Web Design",E-Commerce,13000000000,6,,,,,,,
PROMENTI,,,Riyadh ,PROMENTI is an advertising and marketing agency.,1989,,,Series C,,,"Advertising, Marketing",Telecommunication,2500000000,176,,,,,,,0
Moon Sand Software,,,Riyadh,A Saudi app development company that facilitates app developers entry to the market and open relationships,2009,,Seed,Seed,1,,"Apps, Internet, Mobile",IT,13000000000,6,,1,,,,,0
Genesis Middle East,,,Riyadh ,"GENESIS is a full-service research, strategy, consulting, marketing, and advertising agency.",1999,,,Series C,,,"Advertising, Consulting, Marketing",Sales&Marketing,13000000000,6,,,0,100%,3,-97%,0
Syad,5500000,,Riyadh ,Syad offers advanced and integrated technology solutions.,1980,,,Series C,,,"Information Technology, Network Security, Project Management, Telecommunications",EduTech,4760000000,376,,,,,,,0
