Organization_Name,Estimated_Revenue_Range,Total_Funding_Amount,Headquarters_Location,Description,Founded_Date,Number_of_Founders,Funding_Status,Funding_Stage,Number_Funding_Rounds,Number_of_Investors,Industries,Industry_Groups,Sector_Size,Number_of_Employees,Downloads_Last_30_Days,Number_of_Apps,Visit_Duration,Bounce_Rate,Monthly_Visits,Monthly_Visits_Growth,Exit_status
National Metal Manufacturing And Casting Co.,75000000,,Riyadh ,National Metal Manufacturing & Casting Co. specializes in the field of wire product manufacturing serving a variety of industrial sectors.,2012,,IPO,Series B,,,"Industrial, Manufacturing",Insurtech,13000000000,31,,,,,,,exited
Amerni,,,Jeddah ,"Maintenance solutions, mobile, technology, and home maintenance platform",2017,,,Seed,,,"Apps, Building Maintenance, Home Services",Consultancy  ,13000000000,76,53,3,,,,,servival
Nahil Computers,,,Riyadh ,"Nahil Computers offers cloud service & solutions, CRM, and IT solutions & products.",2020,,,Seed,,,"Cloud Computing, CRM, Information Technology, Intelligent Systems",Artificial Intelligence,13000000000,31,,,4,71%,988,465%,servival
Suffix,,,Jeddah ,Suffix creates and manages business technology that is custom-built for your brand and company identity.,2016,,,Seed,,,"Information Technology, Web Design",E-Commerce,13000000000,6,,,,,,,servival
PROMENTI,,,Riyadh ,PROMENTI is an advertising and marketing agency.,1989,,,Series C,,,"Advertising, Marketing",Telecommunication,2500000000,176,,,,,,,servival
Moon Sand Software,,,Riyadh,A Saudi app development company that facilitates app developers entry to the market and open relationships,2009,,Seed,Seed,1,,"Apps, Internet, Mobile",IT,13000000000,6,,1,,,,,servival
Genesis Middle East,,,Riyadh ,"GENESIS is a full-service research, strategy, consulting, marketing, and advertising agency.",1999,,,Series C,,,"Advertising, Consulting, Marketing",Sales&Marketing,13000000000,6,,,0,100%,3,-97%,servival
Syad,5500000,,Riyadh ,Syad offers advanced and integrated technology solutions.,1980,,,Series C,,,"Information Technology, Network Security, Project Management, Telecommunications",EduTech,4760000000,376,,,,,,,servival
ExaHost,,,Ash Sharqiyah,Itâ€™s our obsession that urges us to continue develop solutions for any web service.,2000,,,Series C,,,"Information Technology, Intelligent Systems, Internet, Internet of Things, Software",EduTech,4760000000,6,,,41,57%,2446,157%,servival
Nice One,,,Riyadh ,"Nice One is a e-commerce platform sell womens perfume, makeup products, lenses, and healthy care accessories.",1990,,,Series C,,,"Consumer Goods, E-Commerce, E-Commerce Platforms, Shopping",Real Estate,2500000000,376,,,464,72%,359272,-55%,servival
Wattad,,,Jeddah ,Wattad is an insurance agency that specializes in the professional management and marketing of insurance.,2017,,,Seed,,,"Auto Insurance, Financial Services, Insurance, InsurTech, Professional Services",Sales&Marketing,13000000000,31,,,0,100%,139,,servival
Insurance Brokerage House,30000000,,Riyadh ,Insurance Brokerage House is an insurance and reinsurance brokerage firm that provides risk management and insurance advisory services.,1990,,,Series C,,,"Consulting, Insurance, Professional Services, Risk Management",Financial Services,13000000000,376,,,,,,,servival
Hubot,,,Jeddah ,A B2B Data Solutions Provider,2005,3,,Series B,,,Artificial Intelligence,Sales&Marketing,13000000000,31,,,,,,,servival
Quick Drop Laundry,,,Riyadh ,"Quick Drop Laundry is an electronic laundry service with delivery, our door to door service, quality is the basis of our service",2009,,Seed,Pre-Seed,1,1,Laundry and Dry-cleaning,Artificial Intelligence,13000000000,31,,,,,,,servival
Amanco,5500000,,Jeddah ,"Amanco offers safety and security products such as security systems, siren systems, paging systems, integrated security systems, and CCTV.",1995,,,Series C,,,"Intrusion Detection, Security, Telecommunications",IT,13000000000,751,,,0,100%,235,-21%,servival
NMA Solutions,5500000,,Ash Sharqiyah,NMA Solutions is an information technology and services company.,2012,,,Series B,,,"Information Technology, Network Security, Security",Consultancy  ,13000000000,6,,,,,,,servival
Alhamoudi,,,Riyadh ,"Alhamoudi is an advertising company that specializes in printing, designing, signs and interfaces.",2005,,,Series B,,,"Advertising, Printing",Consultancy  ,13000000000,376,,,,,,,servival
British International School Riyadh,,,Riyadh ,The British International School Riyadh is a non-profit co-educational school that follows the UK curriculum for English-speaking students.,2015,,,Series B,,,"Children, Education",Travel&Tourism ,18000000000,6,,,445,25%,9130,,servival
compusoft,5500000,,Riyadh ,"Technical Trainings in this era is necessary to polish your skills, We provide engineering software Trainings",2007,,,Series B,,,"Education, Information Technology, Robotics, Software",Sales&Marketing,13000000000,31,,2,0,100%,79,,servival
Al Rugaib Holding Company,75000000,,Riyadh ,"Al Rugaib Holding Company is a group of industries that specializes in construction, shopping centers, IT, advertising, and entertainment.",1997,1,,Series C,,,"Finance, Real Estate, Real Estate Investment",Media&Entertainment,49500000000,76,,,,,,,servival
Brand Land,,,Riyadh ,"Brand Land is a digital agency that provides development, animation, content writing, marketing, and photography services.",2002,,,Series B,,,"Advertising, Marketing, Photography",Artificial Intelligence,13000000000,176,,,0,100%,394,,servival
Almutlaq Group,75000000,,Riyadh ,"Almutlaq Group is a joint-stock company that mainly focuses on industrial, real estate, financial and retail sectors.",2017,,,Seed,,,"Finance, Industrial, Real Estate, Retail",Logistics ,13000000000,6,,,,,,,servival
Red Impact,,,Riyadh ,Red Impact is a communication and advertising agency.,2018,,,Seed,,,"Advertising, Marketing",HealthTech,5400000000,31,,,,,,,servival
Smart Developer,,,Riyadh ,"Smart Developer specializes in software development, consulting, and IT managed services.",2004,,,Series B,,,"Information Technology, Intelligent Systems, Service Industry, Software",Travel&Tourism ,18000000000,176,,,,,,,servival
National Computer System Company,300000000,,Jeddah ,National Computer System Company offers business software and complementing services.,2013,,,Series B,,,"Information Technology, Network Security, Professional Services",Sales&Marketing,13000000000,31,,,,,,,servival
TechiWare,,,Riyadh ,TechiWare is a technology organization aims to provide high technology and competitive IT services in the market.,2005,,,Series B,,,"Consulting, Information Technology",Sales&Marketing,13000000000,31,,,,,,,servival
Bravo,,,Riyadh ,PTC is a pioneering wireless communications firm.,2010,,,Series B,,,"Consulting, Information Technology, Legal, Telecommunications",Sales&Marketing,13000000000,31,,,,,,,servival
Spoilee,,,Ash Sharqiyah,Beauty Booking Platform in Saudi Arabia,1990,,,Series C,,,"Hospitality, Internet, Leisure, Travel",Transportation,18000000000,376,,,,,,,servival
Phi Group,,,Jeddah ,"Phi Group specializes in advertising, digital designs, and digital marketing services.",2008,,,Series B,,,"Advertising, Digital Marketing",Media&Entertainment,49500000000,6,,,,,,,servival
Alarabia OOH,30000000,,Riyadh ,"Alarabia OOH is a outdoor advertising, offers in Out-of-Home advertising, and operation of billboards.",1999,,,Series C,,,"Internet, Marketing, Outdoor Advertising, Printing",E-Commerce,13000000000,76,,,18,67%,380,-36%,servival
Secured Services Systems,,,Riyadh ,Secured Services Systems is an information technology solutions provider company.,2012,,,Series B,,,"Computer, Information Technology, Intelligent Systems, Software",Artificial Intelligence,13000000000,6,,,194,0%,923,,servival
Quest 360,,,Riyadh ,Virtual & Augmented Reality mobile marketing experiences for the hospitality industry and providing travelers with immersive experiences.,2015,1,,Series B,,,"Augmented Reality, Computer Vision, Hospitality, Marketing, Mobile Apps, Travel, Virtual Reality",E-Commerce,13000000000,6,,,,,,,servival
Maw3id Online,,,Riyadh ,SAAS platform that generates qualified leads for beauty & Dental Clinics,1989,,,Series C,,,"Health Care, Software",Financial Services,13000000000,6,,,0,100%,172,,servival
Alriyadh Travel & Tourism,,,Riyadh ,"AlRiyadh Travel & Tourism provides travel and tourism services to institutions, ministries, hospitals, and other businesses.",1990,,,Series C,,,"Leisure, Tourism, Travel",IT,13000000000,6,,,,,,,servival
FP Social,,,Riyadh ,FP Social is a social media and direct marketing agency.,2016,,,Seed,,,"Digital Marketing, Social Media Marketing",Travel&Tourism ,18000000000,6,,,,,,,servival
Hewar Group,,,Riyadh ,"Hewar Group is engaged in public relations, event management, social media, digital communications, and public speaking.",2013,,,Series B,,,"Advertising, Event Management, Public Relations, Publishing, Social Media Marketing",Sales&Marketing,13000000000,31,,,0,100%,612,,servival
The Marketing Department,,,Ash Sharqiyah,The Marketing Department is a Middle East-based online marketing agency.,2012,1,,Series B,,,"Advertising, Social Media Marketing",IT,13000000000,31,,,22,0%,172,-58%,servival
Saudi Arabian Packaging Industry,75000000,,Riyadh ,"Saudi Arabian Packaging Industry is a metal packaging supplier to the paint, food and aerosol industry.",2016,,,Seed,,,"Industrial, Packaging Services, Supply Chain Management",IT,13000000000,31,,,,,,,servival
SpeedTrack,,,Ash Sharqiyah,SpeedTrack is a film and video production company.,2017,,,Seed,,,"Film Production, Video",Travel&Tourism ,18000000000,6,,,,,,,servival
TopScreens,5500000,,Ash Sharqiyah,TopScreens provides screen technology and electronic systems.,2016,,,Seed,,,"Commercial, Digital Signage, Electronics",IT,13000000000,6,,,,,,,servival
Rabia Technology,,,Riyadh ,Rabia Technology provides software solutions and supplies hardware services.,2018,,,Seed,,,"Hardware, Information Technology, Software",Artificial Intelligence,13000000000,31,,,,,,,servival
Tafaseel Store,,,Ash Sharqiyah,"Tafaseel Store is an online store that offers various products from multiple categories like life-style, fashion, furniture and antiques.",2017,,,Seed,,,"E-Commerce, Fashion, Furniture",IT,13000000000,31,,,,,,,servival
Sage Pastel Accounting,,,Riyadh ,Sage Pastel Accounting specializes in software development and offers solutions for accounting like ERP and business management.,2011,,,Series B,,,"Accounting, Enterprise Resource Planning (ERP), Information Technology, Intelligent Systems, Software",Telecommunication,2500000000,31,,,,,,,servival
MDS Arabia,300000000,,Jeddah ,MDSA Provides professional and informatics solutions and services.,2012,,,Series B,,,"Information Services, Information Technology, IT Infrastructure, Software",Real Estate,2500000000,31,,,,,,,servival
Gobooc,,,Jeddah ,Gobooc is an online travel agency that offers travel and tourism services.,1990,,,Series C,,,"Leisure, Tourism, Travel Agency",Travel&Tourism ,18000000000,751,,,,,,,servival
Pro Digital Marketing,,,Ash Sharqiyah,Pro Digital Marketing delivers end-to-end digital marketing solutions.,2016,,,Seed,,,"Content, Digital Marketing",IT,13000000000,31,,,,,,,servival
Ramz It,,,Riyadh ,Professional development company specializing in producing innovative and usable Mobile & Web applications.,2013,,,Series B,,,"Mobile, Web Design, Web Development",Artificial Intelligence,13000000000,6,,1,,,,,servival
Controllex,,,Ash Sharqiyah,Controllex is a web portal that helps to control and maintain all electronic devices utilized at home with IR signals and RF signals.,2015,,,Series B,,,"Electronics, Information Technology, Software",Sales&Marketing,13000000000,6,,,,,,,servival
Zamil Travel,,,Jeddah,Zamil Travel in Saudi Arabia has been the best Travel agency since 32 years of its inception.,1997,,,Series C,,,"Tourism, Travel",Artificial Intelligence,13000000000,31,,,,,,,servival
Etlaq,,,Ash Sharqiyah,Custom Mobile and web development and consulting company located in Saudi Arabia.,2019,,,Seed,,,"Software, Software Engineering",Computer Vision,13000000000,31,,,,,,,servival
CCC LLC.,,,Jeddah ,Leading Communication Protocols & Smart Technology Providers.,2005,,,Series B,,,"Communication Hardware, Information and Communications Technology (ICT), Information Technology, Intelligent Systems, Software",HealthTech,5400000000,76,,,,,,,servival
Waves Telecom,5500000,,Jeddah ,Waves Telecom is a telecommunication & internet Service Provider.,1998,,,Series C,,,"Information Technology, Infrastructure, Security, Web Development",Sales&Marketing,13000000000,376,,,0,100%,9780,20%,servival
Life Contact Center,,,Riyadh ,Life Contact Center offers business and marketing solutions.,2010,,,Series B,,,"Outsourcing, Telecommunications",Financial Services,13000000000,31,,,,,,,servival
Ghadan,30000000,,Riyadh ,Ghadan provides capacity building and consultation solutions.,2016,,,Seed,,,"Consulting, Information Technology, Real Estate, Social Media",Transportation,18000000000,6,,1,,,,,servival
KEY Car Rental,300000000,,Jeddah ,KEY Car Rental provides used car sales and maintenance & support services.,2017,,,Seed,,,"Car Sharing, Transportation",Food&Beverage ,42000000000,6,,,437,23%,52042,-19%,servival
Bargo Ventures,5500000,,Riyadh,"Bargo Ventures built a team of world-class engineers, designers, programmers, and marketers, who work together to provide organizations.",2009,,,Series B,,,"Information Technology, Internet, Professional Services",Financial Services,13000000000,31,,,,,,,servival
Imkan,,,Riyadh,"Imkan is an IT company that provides web development, UX design and content management solutions.",2010,,,Series B,,,"Information Technology, Intelligent Systems, UX Design, Web Development",IT,13000000000,6,,,,,,,servival
GL Production,,,Riyadh,GL Production is a video production company.,2008,,,Series B,,,"Digital Media, Film Production, Video",EduTech,4760000000,751,,,,,,,servival
BITS Arabia,30000000,,Jeddah ,BITS Arabia provides integrated software solutions for the hotel industry.,1998,,,Series C,,,"Information Technology, Intelligent Systems, Small and Medium Businesses, Software",Sales&Marketing,13000000000,31,,,0,100%,470,,servival
